ring_key,typology,ring_size,span_days,distinct_senders,distinct_receivers,distinct_formats,first_ts,last_ts,distinct_accounts,distinct_currencies,split
HI-Small::302,BIPARTITE,1,0.0,1,1,1,2022-09-09 13:57:00,2022-09-09 13:57:00,2,1,HI-Small
HI-Small::23,CYCLE,2,0.08055555555555556,2,2,1,2022-09-01 09:06:00,2022-09-01 11:02:00,2,1,HI-Small
HI-Small::83,SCATTER-GATHER,18,3.8027777777777776,10,10,1,2022-09-03 01:05:00,2022-09-06 20:21:00,11,3,HI-Small
HI-Small::92,FAN-OUT,11,3.9631944444444445,1,11,1,2022-09-03 05:59:00,2022-09-07 05:06:00,12,7,HI-Small
HI-Small::188,SCATTER-GATHER,2,3.3715277777777777,2,2,1,2022-09-06 02:26:00,2022-09-09 11:21:00,2,1,HI-Small
HI-Small::190,STACK,14,3.313888888888889,14,14,1,2022-09-06 12:26:00,2022-09-09 19:58:00,21,7,HI-Small
HI-Small::253,FAN-OUT,12,3.9256944444444444,1,12,1,2022-09-07 20:02:00,2022-09-11 18:15:00,13,2,HI-Small
HI-Small::309,FAN-IN,1,0.0,1,1,1,2022-09-09 14:15:00,2022-09-09 14:15:00,2,1,HI-Small
HI-Small::37,CYCLE,7,3.95625,7,7,1,2022-09-01 18:18:00,2022-09-05 17:15:00,7,3,HI-Small
HI-Small::194,STACK,6,3.7215277777777778,6,6,1,2022-09-06 13:23:00,2022-09-10 06:42:00,9,4,HI-Small
HI-Small::196,RANDOM,1,0.0,1,1,1,2022-09-06 07:56:00,2022-09-06 07:56:00,2,1,HI-Small
HI-Small::202,RANDOM,2,0.8986111111111111,2,2,1,2022-09-06 11:52:00,2022-09-07 09:26:00,3,2,HI-Small
HI-Small::266,BIPARTITE,1,0.0,1,1,1,2022-09-09 10:53:00,2022-09-09 10:53:00,2,1,HI-Small
HI-Small::269,FAN-IN,13,3.547222222222222,13,1,1,2022-09-08 07:32:00,2022-09-11 20:40:00,14,1,HI-Small
HI-Small::317,FAN-OUT,1,0.0,1,1,1,2022-09-09 18:42:00,2022-09-09 18:42:00,2,1,HI-Small
HI-Small::40,STACK,2,2.1055555555555556,2,2,1,2022-09-03 13:05:00,2022-09-05 15:37:00,2,1,HI-Small
HI-Small::46,GATHER-SCATTER,26,7.654166666666667,16,12,1,2022-09-02 01:32:00,2022-09-09 17:14:00,27,6,HI-Small
HI-Small::163,RANDOM,7,2.3631944444444444,7,7,1,2022-09-05 09:00:00,2022-09-07 17:43:00,8,4,HI-Small
HI-Small::341,RANDOM,8,2.928472222222222,8,8,1,2022-09-10 05:18:00,2022-09-13 03:35:00,9,2,HI-Small
HI-Small::179,BIPARTITE,5,0.7034722222222223,5,5,1,2022-09-06 19:09:00,2022-09-07 12:02:00,10,1,HI-Small
HI-Small::343,BIPARTITE,8,1.4020833333333333,8,8,1,2022-09-10 11:09:00,2022-09-11 20:48:00,16,6,HI-Small
HI-Small::116,FAN-OUT,7,2.6368055555555556,1,7,1,2022-09-04 03:05:00,2022-09-06 18:22:00,8,4,HI-Small
HI-Small::204,SCATTER-GATHER,26,3.9784722222222224,14,14,1,2022-09-06 12:50:00,2022-09-10 12:19:00,15,7,HI-Small
HI-Small::207,FAN-OUT,4,3.321527777777778,1,4,1,2022-09-06 14:12:00,2022-09-09 21:55:00,5,3,HI-Small
HI-Small::276,FAN-IN,3,3.276388888888889,3,1,1,2022-09-08 14:05:00,2022-09-11 20:43:00,4,1,HI-Small
HI-Small::175,STACK,26,4.231944444444444,26,26,1,2022-09-05 20:29:00,2022-09-10 02:03:00,39,8,HI-Small
HI-Small::258,GATHER-SCATTER,6,5.790972222222222,4,3,1,2022-09-07 23:48:00,2022-09-13 18:47:00,4,1,HI-Small
HI-Small::261,STACK,14,3.317361111111111,14,14,1,2022-09-08 06:31:00,2022-09-11 14:08:00,21,5,HI-Small
HI-Small::74,CYCLE,5,3.597916666666667,5,5,1,2022-09-02 21:48:00,2022-09-06 12:09:00,5,4,HI-Small
HI-Small::75,BIPARTITE,7,1.4284722222222221,7,7,1,2022-09-03 06:50:00,2022-09-04 17:07:00,14,4,HI-Small
HI-Small::133,BIPARTITE,1,0.0,1,1,1,2022-09-05 16:46:00,2022-09-05 16:46:00,2,1,HI-Small
HI-Small::134,SCATTER-GATHER,2,3.279166666666667,2,2,1,2022-09-04 17:25:00,2022-09-08 00:07:00,2,1,HI-Small
HI-Small::232,RANDOM,1,0.0,1,1,1,2022-09-07 05:03:00,2022-09-07 05:03:00,2,1,HI-Small
HI-Small::238,STACK,14,3.970833333333333,14,14,1,2022-09-07 15:23:00,2022-09-11 14:41:00,21,2,HI-Small
HI-Small::292,CYCLE,11,3.417361111111111,11,11,1,2022-09-09 01:01:00,2022-09-12 11:02:00,11,1,HI-Small
HI-Small::10,RANDOM,8,3.3090277777777777,8,8,1,2022-09-01 03:05:00,2022-09-04 10:30:00,9,2,HI-Small
HI-Small::52,BIPARTITE,6,1.4673611111111111,6,6,1,2022-09-02 08:15:00,2022-09-03 19:28:00,12,4,HI-Small
HI-Small::154,CYCLE,4,3.0520833333333335,4,4,1,2022-09-05 04:04:00,2022-09-08 05:19:00,4,2,HI-Small
HI-Small::227,SCATTER-GATHER,18,3.9069444444444446,10,10,1,2022-09-07 03:15:00,2022-09-11 01:01:00,11,2,HI-Small
HI-Small::297,FAN-IN,11,3.5479166666666666,11,1,1,2022-09-09 05:45:00,2022-09-12 18:54:00,12,1,HI-Small
HI-Small::298,SCATTER-GATHER,6,3.142361111111111,4,4,1,2022-09-09 07:08:00,2022-09-12 10:33:00,5,2,HI-Small
HI-Small::300,GATHER-SCATTER,2,0.27361111111111114,2,2,1,2022-09-09 08:27:00,2022-09-09 15:01:00,2,1,HI-Small
HI-Small::301,BIPARTITE,9,1.770138888888889,9,9,1,2022-09-09 12:11:00,2022-09-11 06:40:00,18,4,HI-Small
HI-Small::24,BIPARTITE,1,0.0,1,1,1,2022-09-02 00:26:00,2022-09-02 00:26:00,2,1,HI-Small
HI-Small::86,FAN-IN,13,3.6006944444444446,13,1,1,2022-09-03 03:58:00,2022-09-06 18:23:00,14,1,HI-Small
HI-Small::187,FAN-OUT,3,2.584722222222222,1,3,1,2022-09-06 02:02:00,2022-09-08 16:04:00,4,2,HI-Small
HI-Small::246,FAN-OUT,13,3.938888888888889,1,13,1,2022-09-07 16:17:00,2022-09-11 14:49:00,14,8,HI-Small
HI-Small::310,FAN-IN,1,0.0,1,1,1,2022-09-09 15:15:00,2022-09-09 15:15:00,2,1,HI-Small
HI-Small::313,BIPARTITE,4,0.9701388888888889,4,4,1,2022-09-10 11:16:00,2022-09-11 10:33:00,8,3,HI-Small
HI-Small::33,STACK,22,4.752083333333333,22,22,1,2022-09-01 19:40:00,2022-09-06 13:43:00,33,9,HI-Small
HI-Small::97,GATHER-SCATTER,2,0.32222222222222224,2,1,1,2022-09-03 12:11:00,2022-09-03 19:55:00,2,1,HI-Small
HI-Small::101,BIPARTITE,1,0.0,1,1,1,2022-09-05 02:49:00,2022-09-05 02:49:00,2,1,HI-Small
HI-Small::104,CYCLE,2,2.847916666666667,2,2,1,2022-09-03 16:54:00,2022-09-06 13:15:00,2,1,HI-Small
HI-Small::108,SCATTER-GATHER,6,2.5444444444444443,4,4,1,2022-09-03 19:30:00,2022-09-06 08:34:00,5,4,HI-Small
HI-Small::109,CYCLE,2,2.7888888888888888,2,2,1,2022-09-03 21:44:00,2022-09-06 16:40:00,2,1,HI-Small
HI-Small::197,STACK,10,3.1597222222222223,10,10,1,2022-09-06 12:02:00,2022-09-09 15:52:00,15,4,HI-Small
HI-Small::200,RANDOM,2,0.1284722222222222,2,2,1,2022-09-06 10:45:00,2022-09-06 13:50:00,3,2,HI-Small
HI-Small::270,SCATTER-GATHER,22,3.8208333333333333,12,12,1,2022-09-08 08:02:00,2022-09-12 03:44:00,13,2,HI-Small
HI-Small::322,RANDOM,9,3.6902777777777778,9,9,1,2022-09-09 19:31:00,2022-09-13 12:05:00,10,3,HI-Small
HI-Small::323,CYCLE,10,3.7402777777777776,10,10,1,2022-09-09 20:17:00,2022-09-13 14:03:00,10,2,HI-Small
HI-Small::327,STACK,2,0.13958333333333334,2,2,1,2022-09-10 14:56:00,2022-09-10 18:17:00,3,2,HI-Small
HI-Small::328,RANDOM,11,3.379861111111111,11,11,1,2022-09-09 21:29:00,2022-09-13 06:36:00,12,4,HI-Small
HI-Small::47,FAN-OUT,1,0.0,1,1,1,2022-09-02 03:04:00,2022-09-02 03:04:00,2,1,HI-Small
HI-Small::164,GATHER-SCATTER,2,0.12569444444444444,2,2,1,2022-09-05 09:07:00,2022-09-05 12:08:00,2,1,HI-Small
HI-Small::165,RANDOM,1,0.0,1,1,1,2022-09-05 12:18:00,2022-09-05 12:18:00,2,1,HI-Small
HI-Small::281,CYCLE,8,3.5770833333333334,8,8,1,2022-09-08 17:23:00,2022-09-12 07:14:00,8,4,HI-Small
HI-Small::285,FAN-IN,2,1.7305555555555556,2,1,1,2022-09-08 20:43:00,2022-09-10 14:15:00,3,1,HI-Small
HI-Small::331,GATHER-SCATTER,17,4.607638888888889,3,16,1,2022-09-10 00:01:00,2022-09-14 14:36:00,18,6,HI-Small
HI-Small::334,CYCLE,2,0.38055555555555554,2,2,1,2022-09-10 02:59:00,2022-09-10 12:07:00,2,1,HI-Small
HI-Small::336,CYCLE,4,2.6979166666666665,4,4,1,2022-09-10 03:16:00,2022-09-12 20:01:00,4,4,HI-Small
HI-Small::337,BIPARTITE,6,1.4395833333333334,6,6,1,2022-09-10 07:13:00,2022-09-11 17:46:00,12,4,HI-Small
HI-Small::29,CYCLE,3,1.2944444444444445,3,3,1,2022-09-01 13:19:00,2022-09-02 20:23:00,3,2,HI-Small
HI-Small::69,SCATTER-GATHER,2,3.347916666666667,2,2,1,2022-09-02 18:25:00,2022-09-06 02:46:00,2,1,HI-Small
HI-Small::72,SCATTER-GATHER,12,3.8506944444444446,7,7,1,2022-09-02 19:51:00,2022-09-06 16:16:00,8,3,HI-Small
HI-Small::178,RANDOM,8,3.7708333333333335,8,8,1,2022-09-05 19:55:00,2022-09-09 14:25:00,9,3,HI-Small
HI-Small::288,FAN-IN,2,0.5055555555555555,2,1,1,2022-09-08 23:38:00,2022-09-09 11:46:00,3,1,HI-Small
HI-Small::345,GATHER-SCATTER,22,8.284722222222221,9,15,1,2022-09-10 09:28:00,2022-09-18 16:18:00,23,4,HI-Small
HI-Small::347,BIPARTITE,9,1.9145833333333333,9,9,1,2022-09-10 11:08:00,2022-09-12 09:05:00,18,4,HI-Small
HI-Small::349,CYCLE,8,2.1840277777777777,8,8,1,2022-09-10 13:14:00,2022-09-12 17:39:00,8,2,HI-Small
HI-Small::355,SCATTER-GATHER,14,3.9791666666666665,8,8,1,2022-09-10 16:23:00,2022-09-14 15:53:00,9,5,HI-Small
HI-Small::59,STACK,2,0.5263888888888889,2,2,1,2022-09-04 06:21:00,2022-09-04 18:59:00,3,2,HI-Small
HI-Small::60,STACK,30,4.113194444444445,30,30,1,2022-09-02 12:34:00,2022-09-06 15:17:00,45,9,HI-Small
HI-Small::120,FAN-IN,3,1.3631944444444444,3,1,1,2022-09-04 05:11:00,2022-09-05 13:54:00,4,1,HI-Small
HI-Small::213,STACK,4,1.9597222222222221,4,4,1,2022-09-06 18:06:00,2022-09-08 17:08:00,4,1,HI-Small
HI-Small::4,GATHER-SCATTER,17,5.772916666666666,14,5,1,2022-09-01 00:43:00,2022-09-06 19:16:00,18,3,HI-Small
HI-Small::63,SCATTER-GATHER,30,3.9291666666666667,16,16,1,2022-09-02 14:20:00,2022-09-06 12:38:00,17,6,HI-Small
HI-Small::166,CYCLE,3,3.6979166666666665,3,3,1,2022-09-05 12:32:00,2022-09-09 05:17:00,3,2,HI-Small
HI-Small::170,GATHER-SCATTER,2,0.017361111111111112,2,1,1,2022-09-05 15:41:00,2022-09-05 16:06:00,2,1,HI-Small
HI-Small::174,STACK,2,0.4097222222222222,2,2,1,2022-09-07 05:59:00,2022-09-07 15:49:00,2,1,HI-Small
HI-Small::255,STACK,16,2.9625,16,16,1,2022-09-08 12:43:00,2022-09-11 11:49:00,24,6,HI-Small
HI-Small::256,BIPARTITE,1,0.0,1,1,1,2022-09-09 13:51:00,2022-09-09 13:51:00,2,1,HI-Small
HI-Small::13,BIPARTITE,12,1.4916666666666667,12,12,1,2022-09-01 06:02:00,2022-09-02 17:50:00,24,7,HI-Small
HI-Small::18,CYCLE,10,3.7256944444444446,10,10,1,2022-09-01 08:02:00,2022-09-05 01:27:00,10,2,HI-Small
HI-Small::73,CYCLE,3,3.2583333333333333,3,3,1,2022-09-02 21:25:00,2022-09-06 03:37:00,3,3,HI-Small
HI-Small::137,CYCLE,11,3.3472222222222223,11,11,1,2022-09-04 17:34:00,2022-09-08 01:54:00,11,3,HI-Small
HI-Small::146,FAN-IN,13,3.5125,13,1,1,2022-09-04 23:45:00,2022-09-08 12:03:00,14,1,HI-Small
HI-Small::234,STACK,2,1.5361111111111112,2,2,1,2022-09-07 11:33:00,2022-09-09 00:25:00,2,1,HI-Small
HI-Small::53,SCATTER-GATHER,2,2.1951388888888888,2,2,1,2022-09-02 08:22:00,2022-09-04 13:03:00,2,1,HI-Small
HI-Small::150,BIPARTITE,12,1.3736111111111111,12,12,1,2022-09-05 14:51:00,2022-09-06 23:49:00,24,6,HI-Small
HI-Small::151,FAN-IN,16,3.3784722222222223,16,1,1,2022-09-05 02:52:00,2022-09-08 11:57:00,17,1,HI-Small
HI-Small::159,CYCLE,2,0.5548611111111111,2,2,1,2022-09-05 06:32:00,2022-09-05 19:51:00,2,2,HI-Small
HI-Small::228,GATHER-SCATTER,12,7.644444444444445,7,7,1,2022-09-07 03:04:00,2022-09-14 18:32:00,13,4,HI-Small
HI-Small::231,CYCLE,7,3.984027777777778,7,7,1,2022-09-07 04:14:00,2022-09-11 03:51:00,7,4,HI-Small
HI-Small::303,GATHER-SCATTER,27,6.634027777777778,13,16,1,2022-09-09 10:09:00,2022-09-16 01:22:00,28,7,HI-Small
HI-Small::27,BIPARTITE,5,0.8319444444444445,5,5,1,2022-09-01 17:44:00,2022-09-02 13:42:00,10,4,HI-Small
HI-Small::81,GATHER-SCATTER,19,7.507638888888889,13,8,1,2022-09-03 01:13:00,2022-09-10 13:24:00,20,6,HI-Small
HI-Small::89,CYCLE,2,2.9166666666666665,2,2,1,2022-09-03 04:11:00,2022-09-06 02:11:00,2,2,HI-Small
HI-Small::91,GATHER-SCATTER,21,6.861805555555556,11,12,1,2022-09-03 05:28:00,2022-09-10 02:09:00,22,5,HI-Small
HI-Small::93,GATHER-SCATTER,24,5.924305555555556,16,10,1,2022-09-03 06:08:00,2022-09-09 04:19:00,25,5,HI-Small
HI-Small::95,STACK,8,3.814583333333333,8,8,1,2022-09-03 17:41:00,2022-09-07 13:14:00,12,6,HI-Small
HI-Small::189,CYCLE,2,2.397222222222222,2,2,1,2022-09-06 03:32:00,2022-09-08 13:04:00,2,1,HI-Small
HI-Small::192,CYCLE,8,3.1277777777777778,8,8,1,2022-09-06 04:09:00,2022-09-09 07:13:00,8,2,HI-Small
HI-Small::248,CYCLE,5,2.3027777777777776,5,5,1,2022-09-07 18:08:00,2022-09-10 01:24:00,5,2,HI-Small
HI-Small::251,FAN-OUT,14,3.6277777777777778,1,14,1,2022-09-07 18:38:00,2022-09-11 09:42:00,15,6,HI-Small
HI-Small::252,FAN-IN,8,3.9451388888888888,8,1,1,2022-09-07 18:43:00,2022-09-11 17:24:00,9,1,HI-Small
HI-Small::254,SCATTER-GATHER,12,3.990972222222222,7,7,1,2022-09-07 21:24:00,2022-09-11 21:11:00,8,4,HI-Small
HI-Small::201,GATHER-SCATTER,2,0.49027777777777776,2,1,1,2022-09-06 11:18:00,2022-09-06 23:04:00,2,1,HI-Small
HI-Small::319,FAN-OUT,15,2.954861111111111,1,15,1,2022-09-09 18:31:00,2022-09-12 17:26:00,16,8,HI-Small
HI-Small::321,GATHER-SCATTER,2,0.05486111111111111,2,2,1,2022-09-09 19:55:00,2022-09-09 21:14:00,2,1,HI-Small
HI-Small::324,GATHER-SCATTER,17,7.9631944444444445,16,3,1,2022-09-09 20:33:00,2022-09-17 19:40:00,18,2,HI-Small
HI-Small::49,FAN-OUT,9,3.4,1,9,1,2022-09-02 04:56:00,2022-09-05 14:32:00,10,2,HI-Small
HI-Small::162,BIPARTITE,15,1.4388888888888889,15,15,1,2022-09-05 08:13:00,2022-09-06 18:45:00,30,4,HI-Small
HI-Small::220,RANDOM,10,3.66875,10,10,1,2022-09-06 21:22:00,2022-09-10 13:25:00,11,5,HI-Small
HI-Small::282,FAN-OUT,7,3.734722222222222,1,7,1,2022-09-08 18:27:00,2022-09-12 12:05:00,8,2,HI-Small
HI-Small::335,SCATTER-GATHER,2,0.29930555555555555,2,2,1,2022-09-10 02:52:00,2022-09-10 10:03:00,2,1,HI-Small
HI-Small::31,FAN-IN,1,0.0,1,1,1,2022-09-01 15:06:00,2022-09-01 15:06:00,2,1,HI-Small
HI-Small::67,CYCLE,4,2.5743055555555556,4,4,1,2022-09-02 16:07:00,2022-09-05 05:54:00,4,1,HI-Small
HI-Small::350,RANDOM,1,0.0,1,1,1,2022-09-10 14:37:00,2022-09-10 14:37:00,2,1,HI-Small
HI-Small::360,SCATTER-GATHER,28,3.8756944444444446,15,15,1,2022-09-10 18:13:00,2022-09-14 15:14:00,16,8,HI-Small
HI-Small::361,GATHER-SCATTER,6,6.326388888888889,4,3,1,2022-09-10 18:55:00,2022-09-17 02:45:00,4,1,HI-Small
HI-Small::58,BIPARTITE,1,0.0,1,1,1,2022-09-02 19:35:00,2022-09-02 19:35:00,2,1,HI-Small
HI-Small::115,GATHER-SCATTER,20,6.915277777777778,12,10,1,2022-09-04 02:54:00,2022-09-11 00:52:00,21,3,HI-Small
HI-Small::126,CYCLE,3,3.2354166666666666,3,3,1,2022-09-04 10:55:00,2022-09-07 16:34:00,3,2,HI-Small
HI-Small::1,CYCLE,10,3.658333333333333,10,10,1,2022-09-01 00:03:00,2022-09-04 15:51:00,10,9,HI-Small
HI-Small::171,CYCLE,3,2.8361111111111112,3,3,1,2022-09-05 16:18:00,2022-09-08 12:22:00,3,3,HI-Small
HI-Small::308,GATHER-SCATTER,11,6.686805555555556,8,5,1,2022-09-09 12:43:00,2022-09-16 05:12:00,12,3,HI-Small
HI-Small::233,BIPARTITE,8,1.8506944444444444,8,8,1,2022-09-07 09:03:00,2022-09-09 05:28:00,16,2,HI-Small
HI-Small::291,BIPARTITE,1,0.0,1,1,1,2022-09-10 18:49:00,2022-09-10 18:49:00,2,1,HI-Small
HI-Small::293,SCATTER-GATHER,4,2.640972222222222,3,3,1,2022-09-09 02:01:00,2022-09-11 17:24:00,3,1,HI-Small
HI-Small::6,CYCLE,10,3.689583333333333,10,10,1,2022-09-01 01:56:00,2022-09-04 18:29:00,10,5,HI-Small
HI-Small::54,SCATTER-GATHER,6,3.2131944444444445,4,4,1,2022-09-02 08:24:00,2022-09-05 13:31:00,5,2,HI-Small
HI-Small::224,FAN-OUT,1,0.0,1,1,1,2022-09-07 00:53:00,2022-09-07 00:53:00,2,1,HI-Small
HI-Small::94,BIPARTITE,6,1.288888888888889,6,6,1,2022-09-03 11:23:00,2022-09-04 18:19:00,12,5,HI-Small
HI-Small::185,STACK,24,3.001388888888889,24,24,1,2022-09-06 06:25:00,2022-09-09 06:27:00,36,3,HI-Small
HI-Small::312,FAN-OUT,3,2.0854166666666667,1,3,1,2022-09-09 15:59:00,2022-09-11 18:02:00,4,1,HI-Small
HI-Small::36,STACK,2,0.3854166666666667,2,2,1,2022-09-03 10:45:00,2022-09-03 20:00:00,2,1,HI-Small
HI-Small::106,RANDOM,6,2.6381944444444443,6,6,1,2022-09-03 17:35:00,2022-09-06 08:54:00,7,4,HI-Small
HI-Small::107,FAN-IN,3,3.588888888888889,3,1,1,2022-09-03 19:07:00,2022-09-07 09:15:00,4,1,HI-Small
HI-Small::114,FAN-IN,10,3.6506944444444445,10,1,1,2022-09-04 00:26:00,2022-09-07 16:03:00,11,1,HI-Small
HI-Small::195,GATHER-SCATTER,22,8.427777777777777,11,13,1,2022-09-06 07:24:00,2022-09-14 17:40:00,23,3,HI-Small
HI-Small::325,SCATTER-GATHER,2,1.7125,2,2,1,2022-09-09 21:07:00,2022-09-11 14:13:00,2,1,HI-Small
HI-Small::326,RANDOM,3,1.9166666666666667,3,3,1,2022-09-09 21:21:00,2022-09-11 19:21:00,4,3,HI-Small
HI-Small::39,BIPARTITE,14,1.8993055555555556,14,14,1,2022-09-01 20:28:00,2022-09-03 18:03:00,28,7,HI-Small
HI-Small::43,FAN-OUT,8,3.6625,1,8,1,2022-09-01 22:02:00,2022-09-05 13:56:00,9,2,HI-Small
HI-Small::48,GATHER-SCATTER,28,6.638194444444444,14,16,1,2022-09-02 03:26:00,2022-09-08 18:45:00,29,7,HI-Small
HI-Small::218,FAN-OUT,16,3.691666666666667,1,16,1,2022-09-06 19:15:00,2022-09-10 11:51:00,17,6,HI-Small
HI-Small::280,GATHER-SCATTER,9,5.691666666666666,8,3,1,2022-09-08 15:57:00,2022-09-14 08:33:00,10,3,HI-Small
HI-Small::283,STACK,14,3.327777777777778,14,14,1,2022-09-08 23:28:00,2022-09-12 07:20:00,21,6,HI-Small
HI-Small::66,SCATTER-GATHER,14,3.8194444444444446,8,8,1,2022-09-02 16:05:00,2022-09-06 11:45:00,9,6,HI-Small
HI-Small::70,FAN-OUT,2,1.2909722222222222,1,2,1,2022-09-02 19:08:00,2022-09-04 02:07:00,3,1,HI-Small
HI-Small::180,GATHER-SCATTER,6,5.9319444444444445,4,4,1,2022-09-05 21:08:00,2022-09-11 19:30:00,7,3,HI-Small
HI-Small::289,RANDOM,8,3.3506944444444446,8,8,1,2022-09-09 00:26:00,2022-09-12 08:51:00,9,4,HI-Small
HI-Small::353,FAN-OUT,10,3.9881944444444444,1,10,1,2022-09-10 15:36:00,2022-09-14 15:19:00,11,2,HI-Small
HI-Small::362,STACK,2,1.4284722222222221,2,2,1,2022-09-12 15:41:00,2022-09-14 01:58:00,2,1,HI-Small
HI-Small::363,RANDOM,1,0.0,1,1,1,2022-09-10 19:51:00,2022-09-10 19:51:00,2,1,HI-Small
LI-Small::18,STACK,6,3.2423611111111112,6,6,1,2022-09-03 05:19:00,2022-09-06 11:08:00,9,2,LI-Small
LI-Small::44,SCATTER-GATHER,24,3.8958333333333335,13,13,1,2022-09-04 13:20:00,2022-09-08 10:50:00,14,2,LI-Small
LI-Small::89,BIPARTITE,14,1.7659722222222223,14,14,1,2022-09-08 00:08:00,2022-09-09 18:31:00,28,2,LI-Small
LI-Small::26,BIPARTITE,6,0.9513888888888888,6,6,1,2022-09-03 10:14:00,2022-09-04 09:04:00,12,2,LI-Small
LI-Small::50,CYCLE,10,3.9375,10,10,1,2022-09-04 20:06:00,2022-09-08 18:36:00,10,2,LI-Small
LI-Small::78,STACK,2,1.854861111111111,2,2,1,2022-09-08 15:56:00,2022-09-10 12:27:00,2,1,LI-Small
LI-Small::84,GATHER-SCATTER,25,7.385416666666667,14,13,1,2022-09-07 16:59:00,2022-09-15 02:14:00,26,3,LI-Small
LI-Small::99,BIPARTITE,10,1.676388888888889,10,10,1,2022-09-09 05:16:00,2022-09-10 21:30:00,20,2,LI-Small
LI-Small::112,GATHER-SCATTER,10,7.027777777777778,4,8,1,2022-09-10 14:48:00,2022-09-17 15:28:00,11,2,LI-Small
LI-Small::33,STACK,2,1.44375,2,2,1,2022-09-03 11:32:00,2022-09-04 22:11:00,2,1,LI-Small
LI-Small::82,BIPARTITE,7,1.6666666666666667,7,7,1,2022-09-07 18:22:00,2022-09-09 10:22:00,14,2,LI-Small
LI-Small::10,FAN-IN,8,3.7625,8,1,1,2022-09-01 16:52:00,2022-09-05 11:10:00,9,1,LI-Small
LI-Small::59,SCATTER-GATHER,20,3.9763888888888888,11,11,1,2022-09-05 13:45:00,2022-09-09 13:11:00,12,2,LI-Small
LI-Small::74,FAN-IN,4,3.9743055555555555,4,1,1,2022-09-06 17:02:00,2022-09-10 16:25:00,5,1,LI-Small
LI-Small::88,BIPARTITE,11,1.8791666666666667,11,11,1,2022-09-07 22:25:00,2022-09-09 19:31:00,22,2,LI-Small
LI-Small::28,FAN-OUT,7,3.435416666666667,1,7,1,2022-09-03 02:20:00,2022-09-06 12:47:00,8,2,LI-Small
LI-Small::2,GATHER-SCATTER,9,5.558333333333334,4,7,1,2022-09-01 03:52:00,2022-09-06 17:16:00,10,2,LI-Small
LI-Small::3,RANDOM,10,3.272222222222222,10,10,1,2022-09-01 05:54:00,2022-09-04 12:26:00,11,2,LI-Small
LI-Small::108,FAN-IN,1,0.0,1,1,1,2022-09-10 04:01:00,2022-09-10 04:01:00,2,1,LI-Small
LI-Small::67,FAN-OUT,13,3.8159722222222223,1,13,1,2022-09-06 01:59:00,2022-09-09 21:34:00,14,3,LI-Small
LI-Small::115,FAN-OUT,14,3.729861111111111,1,14,1,2022-09-10 20:39:00,2022-09-14 14:10:00,15,5,LI-Small
LI-Small::16,RANDOM,2,1.4881944444444444,2,2,1,2022-09-02 05:53:00,2022-09-03 17:36:00,3,1,LI-Small
LI-Small::63,STACK,2,0.6645833333333333,2,2,1,2022-09-07 13:11:00,2022-09-08 05:08:00,2,1,LI-Small
LI-Small::92,RANDOM,2,1.0479166666666666,2,2,1,2022-09-08 06:46:00,2022-09-09 07:55:00,3,2,LI-Small
LI-Small::110,RANDOM,1,0.0,1,1,1,2022-09-10 09:40:00,2022-09-10 09:40:00,2,1,LI-Small
LI-Small::30,GATHER-SCATTER,23,6.309027777777778,12,13,1,2022-09-03 05:21:00,2022-09-09 12:46:00,24,2,LI-Small
LI-Small::64,FAN-OUT,1,0.0,1,1,1,2022-09-05 20:08:00,2022-09-05 20:08:00,2,1,LI-Small
LI-Small::24,STACK,2,0.5388888888888889,2,2,1,2022-09-03 16:21:00,2022-09-04 05:17:00,3,1,LI-Small
LI-Small::57,FAN-OUT,7,3.671527777777778,1,7,1,2022-09-05 10:45:00,2022-09-09 02:52:00,8,3,LI-Small
LI-Small::58,FAN-OUT,8,3.09375,1,8,1,2022-09-05 13:20:00,2022-09-08 15:35:00,9,2,LI-Small
LI-Small::91,FAN-OUT,6,3.4618055555555554,1,6,1,2022-09-08 04:56:00,2022-09-11 16:01:00,7,3,LI-Small
LI-Small::4,SCATTER-GATHER,12,3.7534722222222223,7,7,1,2022-09-01 06:59:00,2022-09-05 01:04:00,8,2,LI-Small
LI-Small::27,FAN-OUT,3,2.5236111111111112,1,3,1,2022-09-03 01:15:00,2022-09-05 13:49:00,4,1,LI-Small
LI-Small::70,STACK,22,4.185416666666667,22,22,1,2022-09-06 14:16:00,2022-09-10 18:43:00,33,2,LI-Small
LI-Small::52,BIPARTITE,1,0.0,1,1,1,2022-09-05 10:58:00,2022-09-05 10:58:00,2,1,LI-Small
LI-Small::53,FAN-OUT,12,3.9618055555555554,1,12,1,2022-09-05 00:58:00,2022-09-09 00:03:00,13,3,LI-Small
LI-Small::105,STACK,8,3.004166666666667,8,8,1,2022-09-09 18:19:00,2022-09-12 18:25:00,12,2,LI-Small
LI-Small::56,BIPARTITE,6,1.7645833333333334,6,6,1,2022-09-05 15:08:00,2022-09-07 09:29:00,12,2,LI-Small
LI-Small::43,SCATTER-GATHER,2,1.3819444444444444,2,2,1,2022-09-04 05:59:00,2022-09-05 15:09:00,2,1,LI-Small
LI-Small::75,CYCLE,11,2.8722222222222222,11,11,1,2022-09-06 20:47:00,2022-09-09 17:43:00,11,2,LI-Small
LI-Small::111,STACK,2,0.46111111111111114,2,2,1,2022-09-11 06:10:00,2022-09-11 17:14:00,2,1,LI-Small
